project,ci_tool,subcommands,skip_tests,build_tests_only,use_build_tool
haraldk_TwelveMonkeys,github_actions,,,,False
clojure_core.typed,github_actions,,,,False
YunaiV_yudao-cloud,github_actions,,,,False
jenkinsci_ec2-plugin,github_actions,,,,False
MobiVM_robovm,github_actions,,,,False
wso2_product-microgateway,github_actions,,,,False
wso2_product-microgateway,travis_ci,,,,False
OpenBankProject_OBP-API,github_actions,,,,False
bernardosulzbach_dungeon,travis_ci,,,,False
rabbitmq_rabbitmq-perf-test,github_actions,,,,False
jcabi_jcabi-github,github_actions,,,,False
SonarSource_sonar-dotnet,github_actions,,,,False
javaparser_javaparser,github_actions,,,,False
antlr_antlr3,github_actions,,,,False
G-Research_siembol,github_actions,,,,False
jenkinsci_docker-workflow-plugin,github_actions,,,,False
openhab_openhab-distro,github_actions,,,,False
confluence-publisher_confluence-publisher,circle_ci,,,,False
Nukkit_Nukkit,travis_ci,,,,False
palatable_lambda,github_actions,,,,False
kiegroup_droolsjbpm-knowledge,github_actions,,,,False
cucumber_cucumber-eclipse,github_actions,,,,False
SonarSource_SonarJS,github_actions,,,,False
simlu_voxelshop,travis_ci,,,,False
techa03_goodsKill,github_actions,,,,False
flowerfine_scaleph,github_actions,,,,False
networknt_light-oauth2,travis_ci,,,,False
hub4j_github-api,github_actions,,,,False
niumoo_bing-wallpaper,github_actions,,,,False
Simmetrics_simmetrics,travis_ci,,,,False
netty_netty-incubator-codec-quic,github_actions,,,,False
EnMasseProject_enmasse,github_actions,,,,False
AKSW_RDFUnit,github_actions,,,,False
AKSW_RDFUnit,travis_ci,,,,False
HubSpot_slack-client,github_actions,,,,False
HubSpot_slack-client,travis_ci,,,,False
git-commit-id_git-commit-id-maven-plugin,github_actions,,,,False
fit2cloud_rackshift,github_actions,,,,False
apache_commons-math,github_actions,,,,False
ballcat-projects_ballcat,github_actions,,,,False
adorsys_keycloak-config-cli,github_actions,,,,False
strongbox_strongbox,travis_ci,,,,False
google_mug,github_actions,,,,False
google_mug,travis_ci,,,,False
AtomGraph_LinkedDataHub,github_actions,,,,False
NetEase_arctic,github_actions,,,,False
bytedeco_javacpp-presets,github_actions,,,,False
bytedeco_javacpp-presets,travis_ci,,,,False
verdict-project_verdict,circle_ci,,,,False
verdict-project_verdict,travis_ci,,,,False
ClouGence_hasor,travis_ci,,,,False
OreosLab_bili,github_actions,,,,False
chocoteam_choco-solver,github_actions,,,,False
chocoteam_choco-solver,travis_ci,,,,False
sokomishalov_skraper,github_actions,,,,False
geosolutions-it_MapStore2,github_actions,,,,False
geosolutions-it_MapStore2,travis_ci,,,,False
searchbox-io_Jest,travis_ci,,,,False
opencypher_openCypher,github_actions,,,,False
